,Product_Name,Link,Product_Image,Price,Details
2,CROPPED KNIT SWEATER,https://www.zara.com/in/en/cropped-knit-sweater-p05536125.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5536/125/809/2/w/448/5536125809_1_1_1.jpg?ts=1693222633500': 'Image 0 of CROPPED KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5536/125/809/2/w/448/5536125809_2_1_1.jpg?ts=1693222633527': 'Image 1 of CROPPED KNIT SWEATER from Zara'}]","₹ 2,990.00",Cropped sweater with a round neck and long sleeves. Matching ribbed trims.
3,RIPPED CROPPED KNIT SWEATER,https://www.zara.com/in/en/ripped-cropped-knit-sweater-p06771143.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/143/507/22/w/448/6771143507_1_1_1.jpg?ts=1693223097507': 'Image 0 of RIPPED CROPPED KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/143/507/22/w/448/6771143507_2_1_1.jpg?ts=1693223097468': 'Image 1 of RIPPED CROPPED KNIT SWEATER from Zara'}]","₹ 2,990.00",Cropped sweater with a round neck and long sleeves. Ripped details.
29,AVIATOR SUNGLASSES,https://www.zara.com/in/en/aviator-sunglasses-p02727201.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2727/201/303/3/w/448/2727201303_1_1_1.jpg?ts=1685703939310': 'Image 0 of AVIATOR SUNGLASSES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2727/201/303/2/w/448/2727201303_6_1_1.jpg?ts=1684420623308': 'Image 1 of AVIATOR SUNGLASSES from Zara'}]","₹ 1,990.00",Aviator-style sunglasses with a metal frame. Case included.100% UV Protection. Category 3.
30,PRINTED MAXI BAG,https://www.zara.com/in/en/printed-maxi-bag-p02856218.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2856/205/670/2/w/448/2856205670_1_1_1.jpg?ts=1685615819865': 'Image 0 of PRINTED MAXI BAG from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2856/205/670/2/w/448/2856205670_6_1_1.jpg?ts=1685621131802': 'Image 1 of PRINTED MAXI BAG from Zara'}]","₹ 3,290.00",Max quilted tote bag. Shoulder strap.Height x Length x Width: 50 x 74 x 10 cm. / 19.6 x 29.1 x 3.9″
31,RESIN SUNGLASSES,https://www.zara.com/in/en/resin-sunglasses-p02727203.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2727/203/760/12/w/448/2727203760_1_1_1.jpg?ts=1685704020015': 'Image 0 of RESIN SUNGLASSES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2727/203/760/2/w/448/2727203760_2_1_1.jpg?ts=1684420170527': 'Image 1 of RESIN SUNGLASSES from Zara'}]","₹ 1,990.00",Resin sunglasses. Case included.100% UV Protection. Category 3.
86,XL POLARISED SUNGLASSES,https://www.zara.com/in/en/xl-polarised-sunglasses-p02727007.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2727/007/800/2/w/448/2727007800_6_1_1.jpg?ts=1689602885857': 'Image 0 of XL POLARISED SUNGLASSES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2727/007/800/2/w/448/2727007800_6_2_1.jpg?ts=1689601550357': 'Image 1 of XL POLARISED SUNGLASSES from Zara'}]","₹ 2,290.00",Sunglasses with XL shield.100% UV Protection. Category 3.
87,STRAIGHT SUNGLASSES WITH FRAME,https://www.zara.com/in/en/straight-sunglasses-with-frame-p04646002.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4646/002/800/2/w/448/4646002800_6_1_1.jpg?ts=1689601549294': 'Image 0 of STRAIGHT SUNGLASSES WITH FRAME from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4646/002/800/2/w/448/4646002800_6_2_1.jpg?ts=1689601549482': 'Image 1 of STRAIGHT SUNGLASSES WITH FRAME from Zara'}]","₹ 1,990.00",Sunglasses with a coloured resin frame. Case included.100% UV PROTECTION. CATEGORY 3.
88,CATEYE SUNGLASSES,https://www.zara.com/in/en/cateye-sunglasses-p04646201.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4646/201/800/2/w/448/4646201800_1_1_1.jpg?ts=1684420173174': 'Image 0 of CATEYE SUNGLASSES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4646/201/800/2/w/448/4646201800_6_1_1.jpg?ts=1684483469877': 'Image 1 of CATEYE SUNGLASSES from Zara'}]","₹ 1,990.00",Sunglasses with a resin frame. Case included.100% UV PROTECTION. CATEGORY 3.
16,FADED-EFFECT RIPPED PLUSH TROUSERS,https://www.zara.com/in/en/faded-effect-ripped-plush-trousers-p06050344.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6050/344/802/2/w/448/6050344802_1_1_1.jpg?ts=1692344969904': 'Image 0 of FADED-EFFECT RIPPED PLUSH TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6050/344/802/2/w/448/6050344802_2_1_1.jpg?ts=1692344969714': 'Image 1 of FADED-EFFECT RIPPED PLUSH TROUSERS from Zara'}]","₹ 2,590.00",Faded-effect high-waist trousers made of a cotton blend. Featuring an elasticated waistband and ripped details.
6,FADED-EFFECT PLUSH TROUSERS,https://www.zara.com/in/en/faded-effect-plush-trousers-p08417802.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8417/802/485/2/w/448/8417802485_2_1_1.jpg?ts=1692875624937': 'Image 0 of FADED-EFFECT PLUSH TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3253/822/485/2/w/448/3253822485_6_1_1.jpg?ts=1692772712287': 'Image 1 of FADED-EFFECT PLUSH TROUSERS from Zara'}]","₹ 1,990.00",Faded cotton trousers featuring an elasticated drawstring waistband and seamless hems.
8,FADED-EFFECT PLUSH SWEATSHIRT,https://www.zara.com/in/en/faded-effect-plush-sweatshirt-p08417801.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8417/801/485/2/w/448/8417801485_1_1_1.jpg?ts=1692279530205': 'Image 0 of FADED-EFFECT PLUSH SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8417/801/485/2/w/448/8417801485_2_1_1.jpg?ts=1692279530202': 'Image 1 of FADED-EFFECT PLUSH SWEATSHIRT from Zara'}]","₹ 1,990.00","Faded cotton sweatshirt featuring a round neck, long drop-shoulder sleeves and seamless hem."
12,FADED-EFFECT RIBBED TROUSERS,https://www.zara.com/in/en/faded-effect-ribbed-trousers-p06050340.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6050/340/802/2/w/448/6050340802_1_1_1.jpg?ts=1692344969064': 'Image 0 of FADED-EFFECT RIBBED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6050/340/802/2/w/448/6050340802_2_1_1.jpg?ts=1692344968889': 'Image 1 of FADED-EFFECT RIBBED TROUSERS from Zara'}]","₹ 2,290.00",Faded high-waist trousers made of a cotton blend. Featuring an elasticated waistband and side vents at the hems.
36,WASHED EFFECT TROUSERS,https://www.zara.com/in/en/washed-effect-trousers-p04424037.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4424/457/802/2/w/448/4424457802_1_1_1.jpg?ts=1688546817794': 'Image 0 of WASHED EFFECT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4424/457/802/2/w/448/4424457802_2_1_1.jpg?ts=1688546874916': 'Image 1 of WASHED EFFECT TROUSERS from Zara'}]","₹ 2,590.00",Faded low-rise trousers with an elasticated waistband. Side pockets. Wide-leg design.
43,FADED-EFFECT MIDI SKIRT,https://www.zara.com/in/en/faded-effect-midi-skirt-p01660807.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1660/807/730/2/w/448/1660807730_1_1_1.jpg?ts=1691142489198': 'Image 0 of FADED-EFFECT MIDI SKIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1660/807/730/2/w/448/1660807730_2_1_1.jpg?ts=1691142489850': 'Image 1 of FADED-EFFECT MIDI SKIRT from Zara'}]","₹ 1,890.00",Skirt made of faded cotton. Elasticated drawstring waistband. Back slit at the hem.
44,FADED-EFFECT CROP TOP,https://www.zara.com/in/en/faded-effect-crop-top-p01660806.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1660/806/730/2/w/448/1660806730_1_1_1.jpg?ts=1691142489194': 'Image 0 of FADED-EFFECT CROP TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1660/806/730/2/w/448/1660806730_2_1_1.jpg?ts=1691142489808': 'Image 1 of FADED-EFFECT CROP TOP from Zara'}]",₹ 990.00,Faded cotton top with a round neck and short sleeves.
49,HEAVY COTTON BERMUDA SHORTS,https://www.zara.com/in/en/heavy-cotton-bermuda-shorts-p04174629.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4174/629/250/2/w/448/4174629250_1_1_1.jpg?ts=1689337195931': 'Image 0 of HEAVY COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4174/629/250/2/w/448/4174629250_2_1_1.jpg?ts=1689337195005': 'Image 1 of HEAVY COTTON BERMUDA SHORTS from Zara'}]",₹ 990.00,Mid-rise Bermuda shorts made of a cotton blend. Featuring an elasticated drawstring waistband and side pockets.
55,CARROT JOGGING TROUSERS,https://www.zara.com/in/en/carrot-jogging-trousers-p04174359.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/4174/359/800/2/w/448/4174359800_1_1_1.jpg?ts=1682423595256': 'Image 0 of CARROT JOGGING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/4174/359/800/2/w/448/4174359800_2_1_1.jpg?ts=1682423594831': 'Image 1 of CARROT JOGGING TROUSERS from Zara'}]","₹ 2,290.00",High-waist trousers featuring an adjustable elastic waistband with drawstrings. Side pockets.
19,CARROT FIT TROUSERS WITH DARTS DETAIL,https://www.zara.com/in/en/carrot-fit-trousers-with-darts-detail-p01478060.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1478/060/800/2/w/448/1478060800_1_1_1.jpg?ts=1692791553719': 'Image 0 of CARROT FIT TROUSERS WITH DARTS DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1478/060/800/26/w/448/1478060800_2_1_1.jpg?ts=1692877539382': 'Image 1 of CARROT FIT TROUSERS WITH DARTS DETAIL from Zara'}]","₹ 4,990.00",Mid-waist trousers made of a viscose blend. Belt loops. Side pockets and rear welt pockets. Dart details on the front. Pleated hem with contrast button. Front zip fly and button fastening.
41,FULL LENGTH FLARE TROUSERS,https://www.zara.com/in/en/full-length-flare-trousers-p02753245.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/245/401/2/w/448/2753245401_1_1_1.jpg?ts=1692352292803': 'Image 0 of FULL LENGTH FLARE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/245/401/2/w/448/2753245401_2_1_1.jpg?ts=1692352293902': 'Image 1 of FULL LENGTH FLARE TROUSERS from Zara'}]","₹ 3,290.00","High-waist trousers with front pockets and a back false welt pockets. Flared hems. Front zip fly, interior button and metal hook fastening."
42,FITTED BLAZER WITH SEAMS,https://www.zara.com/in/en/fitted-blazer-with-seams-p02753345.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/345/401/2/w/448/2753345401_1_1_1.jpg?ts=1692352292134': 'Image 0 of FITTED BLAZER WITH SEAMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/345/401/2/w/448/2753345401_2_1_1.jpg?ts=1692352293592': 'Image 1 of FITTED BLAZER WITH SEAMS from Zara'}]","₹ 5,990.00",Blazer with a lapel collar and long sleeves with shoulder pads. Front flap pockets. Visible seam detail on the waist. Fastens at the front with buttons.
43,HIGH-WAIST TROUSERS,https://www.zara.com/in/en/high-waist-trousers-p07102562.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7102/562/804/18/w/448/7102562804_1_1_1.jpg?ts=1692689248482': 'Image 0 of HIGH-WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7102/562/804/18/w/448/7102562804_2_1_1.jpg?ts=1692689248227': 'Image 1 of HIGH-WAIST TROUSERS from Zara'}]","₹ 2,590.00","High-waist trousers with seam detail on the front and back. Front welt pockets. Front zip fly, inside button and metal hook fastening."
56,STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS,https://www.zara.com/in/en/straight-leg-trousers-with-turn-up-hems-p02753435.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/435/800/2/w/448/2753435800_1_1_1.jpg?ts=1691758135751': 'Image 0 of STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/435/800/2/w/448/2753435800_2_1_1.jpg?ts=1691758135749': 'Image 1 of STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS from Zara'}]","₹ 3,290.00","High-waist trousers featuring front pockets and a rear false welt pockets. Straight-leg design and turn-up hems. Front zip fly, interior button and metal hook fastening."
59,STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS,https://www.zara.com/in/en/straight-leg-trousers-with-turn-up-hems-p01478331.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1478/331/401/2/w/448/1478331401_1_1_1.jpg?ts=1691758139505': 'Image 0 of STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1478/331/401/2/w/448/1478331401_2_1_1.jpg?ts=1691758140451': 'Image 1 of STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS from Zara'}]","₹ 3,290.00","High-waist trousers with front pockets and false welt pockets at the back. Straight-leg design and turn-up hems. Front zip fly, inside button and metal hook fastening."
78,STRAIGHT FIT TROUSERS WITH BUTTONS,https://www.zara.com/in/en/straight-fit-trousers-with-buttons-p09929020.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/9929/220/803/2/w/448/9929220803_1_1_1.jpg?ts=1691593335651': 'Image 0 of STRAIGHT FIT TROUSERS WITH BUTTONS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9929/220/803/2/w/448/9929220803_2_1_1.jpg?ts=1691593338121': 'Image 1 of STRAIGHT FIT TROUSERS WITH BUTTONS from Zara'}]","₹ 3,290.00",High-waist trousers with an elastic waistband at the back. Front pockets with decorative golden buttons. False welt pockets at the back. Straight-leg design.
112,PAPERBAG TROUSERS WITH BELT,https://www.zara.com/in/en/paperbag-trousers-with-belt-p00779158.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0779/158/800/2/w/448/0779158800_1_1_1.jpg?ts=1692270090725': 'Image 0 of PAPERBAG TROUSERS WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0779/158/800/2/w/448/0779158800_2_1_1.jpg?ts=1692270090702': 'Image 1 of PAPERBAG TROUSERS WITH BELT from Zara'}]","₹ 3,990.00","High-waist trousers with front darts. Front pockets and side patch pockets with flaps. Adjustable hems with button fastening. Front zip fly, interior button and metal hook fastening. Belt with buckle and metal studs."
118,HIGH-WAIST REGULAR TROUSERS,https://www.zara.com/in/en/high-waist-regular-trousers-p02216118.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2216/118/712/17/w/448/2216118712_1_1_1.jpg?ts=1689675945857': 'Image 0 of HIGH-WAIST REGULAR TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2216/118/712/17/w/448/2216118712_2_1_1.jpg?ts=1689675940145': 'Image 1 of HIGH-WAIST REGULAR TROUSERS from Zara'}]","₹ 2,990.00",Flowing high-waist trousers with a straight-leg design. Invisible side zip fastening.
121,LONG FLOWING TROUSERS,https://www.zara.com/in/en/long-flowing-trousers-p02731271.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/271/800/16/w/448/2731271800_1_1_1.jpg?ts=1690987261083': 'Image 0 of LONG FLOWING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/271/800/16/w/448/2731271800_2_1_1.jpg?ts=1690987260731': 'Image 1 of LONG FLOWING TROUSERS from Zara'}]","₹ 2,990.00",Loose-fitting high-waist trousers with a straight-leg design. Invisible side zip fastening.
123,HIGH-WAIST WIDE-LEG TROUSERS,https://www.zara.com/in/en/high-waist-wide-leg-trousers-p07595816.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7595/816/508/2/w/448/7595816508_1_1_1.jpg?ts=1685693896396': 'Image 0 of HIGH-WAIST WIDE-LEG TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7595/816/508/2/w/448/7595816508_2_1_1.jpg?ts=1685693894757': 'Image 1 of HIGH-WAIST WIDE-LEG TROUSERS from Zara'}]","₹ 4,990.00",High-waist trousers made of a viscose blend. Wide-leg design. Invisible zip fastening.
126,HIGH-WAISTED STRAIGHT CUT TROUSERS,https://www.zara.com/in/en/high-waisted-straight-cut-trousers-p07980117.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7980/117/632/2/w/448/7980117632_1_1_1.jpg?ts=1691658205973': 'Image 0 of HIGH-WAISTED STRAIGHT CUT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7980/117/632/2/w/448/7980117632_2_1_1.jpg?ts=1691658206568': 'Image 1 of HIGH-WAISTED STRAIGHT CUT TROUSERS from Zara'}]","₹ 4,990.00","High-waist trousers with side pockets and rear welt pockets. Straight-leg design. Front zip fly, top button and metal hook fastening."
128,WIDE-LEG POPLIN TROUSERS,https://www.zara.com/in/en/wide-leg-poplin-trousers-p07563242.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7563/242/401/2/w/448/7563242401_1_1_1.jpg?ts=1691152491316': 'Image 0 of WIDE-LEG POPLIN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7563/242/401/2/w/448/7563242401_2_1_1.jpg?ts=1691152492335': 'Image 1 of WIDE-LEG POPLIN TROUSERS from Zara'}]","₹ 3,290.00",Mid-rise trousers made of cotton with an elasticated waistband and adjustable drawstrings. Side in-seam pockets. Wide-leg design.
136,HIGH-WAIST CULOTTE TROUSERS,https://www.zara.com/in/en/high-waist-culotte-trousers-p07600683.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/9929/329/800/2/w/448/9929329800_1_1_1.jpg?ts=1692876611654': 'Image 0 of HIGH-WAIST CULOTTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9929/329/800/2/w/448/9929329800_2_1_1.jpg?ts=1692876613115': 'Image 1 of HIGH-WAIST CULOTTE TROUSERS from Zara'}]","₹ 3,290.00","High-waist trousers featuring front pockets and rear welt pockets. Short and wide leg design. Front zip fly, interior button and metal hook fastening."
141,DARTED WIDE-LEG TROUSERS,https://www.zara.com/in/en/darted-wide-leg-trousers-p08365532.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8365/532/251/2/w/448/8365532251_1_1_1.jpg?ts=1691577077844': 'Image 0 of DARTED WIDE-LEG TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8365/532/251/2/w/448/8365532251_2_1_1.jpg?ts=1691577080061': 'Image 1 of DARTED WIDE-LEG TROUSERS from Zara'}]","₹ 3,990.00","High-waist trousers with front darts. Front pockets and rear false welt pocket. Wide-leg design. Front zip fly, interior button and metal hook fastening."
159,TEXTURED JACQUARD TROUSERS,https://www.zara.com/in/en/textured-jacquard-trousers-p05039634.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/634/044/2/w/448/5039634044_1_1_1.jpg?ts=1692202685078': 'Image 0 of TEXTURED JACQUARD TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/634/044/2/w/448/5039634044_2_1_1.jpg?ts=1692202685762': 'Image 1 of TEXTURED JACQUARD TROUSERS from Zara'}]","₹ 2,590.00",High-waist trousers with an adjustable waistband and matching drawstrings. Textured jacquard fabric detail. Wide-leg design.
